,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
23206,RYAN: Ronald Reagan -- Republicans and Democrats...,225,38_2012,0,0,55240,55292,,"{""O"": 3, ""Premise"": 6}",Premise, Ronald Reagan -- Republicans and Democrats...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3043.28,3044.44,NOT_FOUND
23207,BIDEN: This is amazing.,226,38_2012,0,0,55293,55317,,"{""O"": 6}",O, This is amazing.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3044.44,3045.2,NOT_FOUND
23208,RYAN: Republican and Democrats have worked together on this.,227,38_2012,0,0,55318,55379,,"{""O"": 3, ""Premise"": 8}",Premise, Republican and Democrats have worked together on this.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3045.2,3047.8,NOT_FOUND
23209,BIDEN: That's right.,228,38_2012,0,0,55380,55401,,"{""O"": 6}",O, That's right.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3047.8,3048.48,NOT_FOUND
23210,"RYAN: You know, I understand you guys aren't used to doing bipartisan deals...",229,38_2012,0,0,55402,55481,,"{""O"": 17}",O," You know, I understand you guys aren't used to doing bipartisan deals...",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3048.48,3050.56,NOT_FOUND
23211,BIDEN: But we told each other what we're going to do.,230,38_2012,0,0,55482,55536,,"{""O"": 4, ""Claim"": 10}",Claim, But we told each other what we're going to do.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3050.56,3051.24,NOT_FOUND
23212,RYAN: Republicans and Democrats...,231,38_2012,0,0,55537,55572,,"{""O"": 6}",O, Republicans and Democrats...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3051.24,3052.48,NOT_FOUND
23213,"BIDEN: When we did it Reagan, we said, here -- here are the things we're going to cut.",232,38_2012,0,0,55573,55660,,"{""O"": 3, ""Premise"": 20}",Premise," When we did it Reagan, we said, here -- here are the things we're going to cut.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3052.48,3056.08,NOT_FOUND
23214,(CROSSTALK),232,38_2012,1,1,55660,55672,,"{""O"": 3}",O,(CROSSTALK),BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,5134.56,5135.36,NOT_FOUND
23215,BIDEN: That's what we said.,233,38_2012,0,0,55674,55702,,"{""O"": 8}",O, That's what we said.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3056.32,3057.16,NOT_FOUND
23216,"RYAN: We said here's the framework, let's work together to fill in the details.",234,38_2012,0,0,55703,55783,,"{""O"": 3, ""Premise"": 16}",Premise," We said here's the framework, let's work together to fill in the details.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3057.16,3058.56,NOT_FOUND
23217,That's exactly...,234,38_2012,1,1,55783,55801,,"{""O"": 4}",O,That's exactly...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3058.56,3059.28,NOT_FOUND
23218,BIDEN: Fill in the detail.,235,38_2012,0,0,55802,55829,,"{""O"": 7}",O, Fill in the detail.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3059.28,3059.48,NOT_FOUND
23219,RYAN: That's how you get things done.,236,38_2012,0,0,55830,55868,,"{""O"": 3, ""Claim"": 7}",Claim, That's how you get things done.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3059.48,3060.12,NOT_FOUND
23220,"You work with Congress -- look, let me say it this way.",236,38_2012,1,1,55868,55924,,"{""Claim"": 4, ""O"": 10}",O,"You work with Congress -- look, let me say it this way.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,3060.12,3062.48,NOT_FOUND
23221,(CROSSTALK),236,38_2012,2,2,55924,55936,,"{""O"": 3}",O,(CROSSTALK),RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,5134.56,5135.36,NOT_FOUND
23222,"BIDEN: That's coming from a Republican Congress working bipartisanly, 7 percent rating?",237,38_2012,0,0,55938,56026,,"{""O"": 3, ""Premise"": 13}",Premise," That's coming from a Republican Congress working bipartisanly, 7 percent rating?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3062.88,3068.44,NOT_FOUND
23223,Come on.,237,38_2012,1,1,56026,56035,,"{""O"": 3}",O,Come on.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3068.44,3069.32,NOT_FOUND
23224,"RYAN: Mitt Romney was governor of Massachusetts, where 87 percent of the legislators he served, which were Democrats.",238,38_2012,0,0,56036,56154,,"{""O"": 3, ""Premise"": 19}",Premise," Mitt Romney was governor of Massachusetts, where 87 percent of the legislators he served, which were Democrats.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3069.32,3074.04,NOT_FOUND
23225,He didn't demonize them.,238,38_2012,1,1,56154,56179,,"{""Premise"": 5, ""O"": 1}",Premise,He didn't demonize them.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3074.04,3075.8,NOT_FOUND
23226,He didn't demagogue them.,238,38_2012,2,2,56179,56205,,"{""Premise"": 5, ""O"": 1}",Premise,He didn't demagogue them.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3075.8,3077.08,NOT_FOUND
23227,He met with those party leaders every week.,238,38_2012,3,3,56205,56249,,"{""Premise"": 8, ""O"": 1}",Premise,He met with those party leaders every week.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3077.08,3078.96,NOT_FOUND
23228,He reached across the aisle.,238,38_2012,4,4,56249,56278,,"{""Premise"": 5, ""O"": 1}",Premise,He reached across the aisle.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3078.96,3080.96,NOT_FOUND
23229,He didn't compromise principles.,238,38_2012,5,5,56278,56311,,"{""Premise"": 5, ""O"": 1}",Premise,He didn't compromise principles.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3080.96,3082.32,NOT_FOUND
23230,BIDEN: And you saw what happened.,239,38_2012,0,0,56312,56346,,"{""O"": 8}",O, And you saw what happened.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3082.32,3083.96,NOT_FOUND
23231,RYAN: He found common ground -- and he balanced the budget...,240,38_2012,0,0,56347,56409,,"{""O"": 5, ""Premise"": 8}",Premise, He found common ground -- and he balanced the budget...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3083.96,3085.12,NOT_FOUND
23232,BIDEN: You saw -- if he did such a great job...,241,38_2012,0,0,56410,56458,,"{""O"": 13}",O, You saw -- if he did such a great job...,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3085.12,3086.68,NOT_FOUND
23233,RYAN: ... four times without raising taxes...,243,38_2012,0,0,56504,56550,,"{""O"": 4, ""Premise"": 5}",Premise, ... four times without raising taxes...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3088.08,3089.68,NOT_FOUND
23234,BIDEN: Why isn't he even contesting Massachusetts?,244,38_2012,0,0,56551,56602,,"{""O"": 10}",O, Why isn't he even contesting Massachusetts?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3089.68,3091.76,NOT_FOUND
23235,(CROSSTALK),244,38_2012,1,1,56602,56614,,"{""O"": 3}",O,(CROSSTALK),BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,5134.56,5135.36,NOT_FOUND
23236,BIDEN: Just let the taxes expire like they're supposed to on those millionaires.,246,38_2012,0,0,56787,56868,,"{""O"": 3, ""Claim"": 13}",Claim, Just let the taxes expire like they're supposed to on those millionaires.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3098.6,3103.68,NOT_FOUND
23237,We don't -- we can't afford $800 billion going to people making a minimum of $1 million.,246,38_2012,1,1,56868,56957,,"{""O"": 5, ""Premise"": 17}",Premise,We don't -- we can't afford $800 billion going to people making a minimum of $1 million.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3103.68,3110.52,NOT_FOUND
23238,"They do not need it, Martha.",246,38_2012,2,2,56957,56986,,"{""Claim"": 5, ""O"": 3}",Claim,"They do not need it, Martha.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3110.52,3112.56,NOT_FOUND
23239,"Those 120,000 families make $8 million a year.",246,38_2012,3,3,56986,57033,,"{""Premise"": 9, ""O"": 1}",Premise,"Those 120,000 families make $8 million a year.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3112.56,3117.16,NOT_FOUND
23240,Middle-class people need the help.,246,38_2012,4,4,57033,57068,,"{""Claim"": 5, ""O"": 1}",Claim,Middle-class people need the help.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3117.16,3119.56,NOT_FOUND
23241,Why does my friend cut out the tuition tax credit for them?,246,38_2012,5,5,57068,57128,,"{""O"": 13}",O,Why does my friend cut out the tuition tax credit for them?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3119.56,3123.12,NOT_FOUND
23242,Why does he go after the childcare...,246,38_2012,6,6,57128,57166,,"{""O"": 8}",O,Why does he go after the childcare...,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3123.12,3124.8,NOT_FOUND
23243,BIDEN: Why do they do that?,248,38_2012,0,0,57214,57242,,"{""O"": 8}",O, Why do they do that?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3125.64,3126.4,NOT_FOUND
23244,"RYAN: Yeah, we're saying close loopholes...",250,38_2012,0,0,57290,57334,,"{""O"": 5, ""Claim"": 5}",O," Yeah, we're saying close loopholes...",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,3128.32,3128.96,NOT_FOUND
23245,RYAN: ... on high-interest people.,252,38_2012,0,0,57370,57405,,"{""O"": 4, ""Claim"": 3}",O, ... on high-interest people.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,3129.76,3130.36,NOT_FOUND
23246,RYAN: For higher-income people.,254,38_2012,0,0,57441,57473,,"{""O"": 6}",O, For higher-income people.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3131.4,3132.84,NOT_FOUND
23247,Here...,254,38_2012,1,1,57473,57481,,"{""O"": 2}",O,Here...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3132.84,3133.2,NOT_FOUND
23248,"BIDEN: Can you guarantee that no one making less than $100,000 will have a mortgage -- their mortgage deduction impacted?",255,38_2012,0,0,57482,57604,,"{""O"": 23}",O," Can you guarantee that no one making less than $100,000 will have a mortgage -- their mortgage deduction impacted?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3133.2,3139.56,NOT_FOUND
23249,Guarantee?,255,38_2012,1,1,57604,57615,,"{""O"": 2}",O,Guarantee?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3139.56,3139.88,NOT_FOUND
23250,RYAN: This taxes a million small businesses.,256,38_2012,0,0,57616,57661,,"{""O"": 3, ""Premise"": 6}",Premise, This taxes a million small businesses.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3139.88,3142.28,NOT_FOUND
23251,He keeps trying to make you think that it's just some movie star or hedge fund guy or an actor...,256,38_2012,1,1,57661,57759,,"{""Claim"": 21, ""O"": 1}",Claim,He keeps trying to make you think that it's just some movie star or hedge fund guy or an actor...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3142.28,3146.56,NOT_FOUND
23252,"BIDEN: Ninety-seven percent of the small businesses make less than $250,000 a year, would not be affected.",257,38_2012,0,0,57760,57867,,"{""O"": 3, ""Premise"": 18}",Premise," Ninety-seven percent of the small businesses make less than $250,000 a year, would not be affected.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3146.56,3153.04,NOT_FOUND
23253,"RYAN: Joe, you know it hits a million -- this taxes a million people, a million small businesses.",258,38_2012,0,0,57868,57966,,"{""O"": 22}",O," Joe, you know it hits a million -- this taxes a million people, a million small businesses.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3153.04,3157.84,NOT_FOUND
23254,BIDEN: Does it tax 97 percent of the American businesses?,259,38_2012,0,0,57967,58025,,"{""O"": 12}",O, Does it tax 97 percent of the American businesses?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3157.84,3159.72,NOT_FOUND
23255,RYAN: It taxes a million small businesses...,260,38_2012,0,0,58026,58071,,"{""O"": 3, ""Premise"": 6}",Premise, It taxes a million small businesses...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3159.72,3161.6,NOT_FOUND
23256,BIDEN: Small businesses?,261,38_2012,0,0,58072,58097,,"{""O"": 5}",O, Small businesses?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3161.6,3162.32,NOT_FOUND
23257,RYAN: ... who are our greatest job creators.,262,38_2012,0,0,58098,58143,,"{""O"": 4, ""Premise"": 6}",Premise, ... who are our greatest job creators.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3162.32,3163.48,NOT_FOUND
23258,"BIDEN: I wish I'd get -- the ""greatest job creators"" are the hedge fund guys.",263,38_2012,0,0,58144,58222,,"{""O"": 20}",O," I wish I'd get -- the ""greatest job creators"" are the hedge fund guys.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3163.48,3166.12,NOT_FOUND
23259,RYAN: Think about it this way.,265,38_2012,0,0,58296,58327,,"{""O"": 8}",O, Think about it this way.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3167.72,3168.04,NOT_FOUND
23260,"RYAN: No, we're not just going to cut the defense budget like they're -- they're proposing...",267,38_2012,0,0,58387,58481,,"{""O"": 5, ""Claim"": 17}",Claim," No, we're not just going to cut the defense budget like they're -- they're proposing...",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3169.04,3171.32,NOT_FOUND
23261,BIDEN: They're going to increase it $2 billion.,268,38_2012,0,0,58482,58530,,"{""O"": 3, ""Claim"": 9}",Claim, They're going to increase it $2 billion.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3171.32,3172.2,NOT_FOUND
23262,RYAN: That's not... (CROSSTALK),269,38_2012,0,0,58531,58563,,"{""O"": 9}",O, That's not... (CROSSTALK),RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3172.2,3173.28,NOT_FOUND
23263,RYAN: We're talking about...,270,38_2012,0,0,58565,58594,,"{""O"": 7}",O, We're talking about...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3173.28,3174.64,NOT_FOUND
23264,"RYAN: No, we're saying don't -- OK, you want to get into defense now?",272,38_2012,0,0,58639,58709,,"{""O"": 20}",O," No, we're saying don't -- OK, you want to get into defense now?",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3176.88,3179.8,NOT_FOUND
23265,"RYAN: So -- right, OK.",274,38_2012,0,0,58775,58798,,"{""O"": 8}",O," So -- right, OK.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3183.2,3184.28,NOT_FOUND
23266,RYAN: So they proposed a $478 billion cut to defense to begin with.,276,38_2012,0,0,58829,58897,,"{""O"": 16}",O, So they proposed a $478 billion cut to defense to begin with.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3184.8,3189.24,NOT_FOUND
23267,Now we have another $500 billion cut to defense that's lurking on the horizon.,276,38_2012,1,1,58897,58976,,"{""O"": 17}",O,Now we have another $500 billion cut to defense that's lurking on the horizon.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3189.24,3194.44,NOT_FOUND
23268,"They insisted upon that cut being involved in the debt negotiations, and so we have a $1 trillion cut...",276,38_2012,2,2,58976,59081,,"{""O"": 22}",O,"They insisted upon that cut being involved in the debt negotiations, and so we have a $1 trillion cut...",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3194.44,3199.84,NOT_FOUND
23269,"RYAN: Right, OK.",278,38_2012,0,0,59140,59157,,"{""O"": 6}",O," Right, OK.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3202.36,3203.12,NOT_FOUND
23270,BIDEN: I'd like to go back to that.,280,38_2012,0,0,59210,59246,,"{""O"": 11}",O, I'd like to go back to that.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3204.88,3206.0,NOT_FOUND
23271,BIDEN: Two trillion dollars.,282,38_2012,0,0,59340,59369,,"{""O"": 6}",O, Two trillion dollars.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3209.2,3210.28,NOT_FOUND
23272,RYAN: You don't cut defense by a trillion dollars.,283,38_2012,0,0,59370,59421,,"{""O"": 3, ""Claim"": 9}",Claim, You don't cut defense by a trillion dollars.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3210.28,3212.56,NOT_FOUND
23273,That's what we're talking about.,283,38_2012,1,1,59421,59454,,"{""O"": 8}",O,That's what we're talking about.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3212.56,3213.56,NOT_FOUND
23274,BIDEN: Who's cutting it by $1 trillion?,285,38_2012,0,0,59528,59568,,"{""O"": 11}",O, Who's cutting it by $1 trillion?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3217.92,3219.72,NOT_FOUND
23275,"RYAN: We're going to cut 80,000 soldiers, 20,000 Marines, 120 cargo planes.",286,38_2012,0,0,59569,59645,,"{""O"": 3, ""Premise"": 14}",Premise," We're going to cut 80,000 soldiers, 20,000 Marines, 120 cargo planes.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3219.72,3225.2,NOT_FOUND
23276,We're going to push the Joint Strike Fighter out...,286,38_2012,1,1,59645,59697,,"{""Premise"": 10, ""O"": 1}",Premise,We're going to push the Joint Strike Fighter out...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3225.2,3227.24,NOT_FOUND
23277,"RYAN: If these cuts go through, our Navy will be the smallest -- the smallest it has been since before World War I.",288,38_2012,0,0,59747,59863,,"{""O"": 3, ""Premise"": 23}",Premise," If these cuts go through, our Navy will be the smallest -- the smallest it has been since before World War I.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3229.6,3235.92,NOT_FOUND
23278,This invites weakness.,288,38_2012,1,1,59863,59886,,"{""Claim"": 3, ""O"": 1}",Claim,This invites weakness.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3235.92,3238.44,NOT_FOUND
23279,"Look, do we believe in peace through strength?",288,38_2012,2,2,59886,59933,,"{""O"": 2, ""Claim"": 8}",Claim,"Look, do we believe in peace through strength?",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3238.44,3240.84,NOT_FOUND
23280,You bet we do.,288,38_2012,3,3,59933,59948,,"{""Claim"": 4, ""O"": 1}",Claim,You bet we do.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3240.84,3242.0,NOT_FOUND
23281,And that means you don't impose these devastating cuts on our military.,288,38_2012,4,4,59948,60020,,"{""O"": 4, ""Claim"": 10}",Claim,And that means you don't impose these devastating cuts on our military.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3242.0,3244.76,NOT_FOUND
23282,So we're saying don't cut the military by a trillion dollars.,288,38_2012,5,5,60021,60083,,"{""O"": 2, ""Claim"": 12}",Claim,So we're saying don't cut the military by a trillion dollars.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3244.76,3248.28,NOT_FOUND
23283,"Not increase it by a trillion, don't cut it by a trillion dollars.",288,38_2012,6,6,60083,60150,,"{""Claim"": 15, ""O"": 1}",Claim,"Not increase it by a trillion, don't cut it by a trillion dollars.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3248.28,3251.88,NOT_FOUND
23284,"BIDEN: Look, we don't cut it.",290,38_2012,0,0,60220,60250,,"{""O"": 5, ""Claim"": 5}",O," Look, we don't cut it.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,3254.08,3255.32,NOT_FOUND
23285,"And I might add, this so-called -- I know we don't want to use the fancy word ""sequester,"" this automatic cut -- that was part of a debt deal that they asked for.",290,38_2012,1,1,60250,60413,,"{""O"": 2, ""Premise"": 37}",Premise,"And I might add, this so-called -- I know we don't want to use the fancy word ""sequester,"" this automatic cut -- that was part of a debt deal that they asked for.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3255.32,3263.2,NOT_FOUND
23286,And let me tell you what my friend said at a press conference announcing his support of the deal.,290,38_2012,2,2,60413,60511,,"{""O"": 2, ""Premise"": 18}",Premise,And let me tell you what my friend said at a press conference announcing his support of the deal.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3263.2,3267.36,NOT_FOUND
23287,"He said, and I'm paraphrase, We've been looking for this moment for a long time.",290,38_2012,3,3,60511,60592,,"{""Premise"": 19, ""O"": 1}",Premise,"He said, and I'm paraphrase, We've been looking for this moment for a long time.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3267.36,3272.2,NOT_FOUND
23288,RYAN: Can I tell you what that meant?,291,38_2012,0,0,60594,60632,,"{""O"": 10}",O, Can I tell you what that meant?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3272.2,3273.84,NOT_FOUND
23289,(CROSSTALK),291,38_2012,1,1,60632,60644,,"{""O"": 3}",O,(CROSSTALK),RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,5134.56,5135.36,NOT_FOUND
23290,RYAN: We've been looking for bipartisanship for a long time.,292,38_2012,0,0,60646,60707,,"{""O"": 3, ""Claim"": 10}",Claim, We've been looking for bipartisanship for a long time.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3274.0,3276.12,NOT_FOUND
23291,"BIDEN: And so the bipartisanship is what he voted for, the automatic cuts in defense if they didn't act.",293,38_2012,0,0,60708,60813,,"{""O"": 5, ""Premise"": 18}",Premise," And so the bipartisanship is what he voted for, the automatic cuts in defense if they didn't act.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3276.12,3281.6,NOT_FOUND
23292,"And beyond that, they asked for another -- look, the military says we need a smaller, leaner Army, we need more special forces, we need -- we don't need more M1 tanks, what we need is more UAVs.",293,38_2012,1,1,60813,61008,,"{""O"": 17, ""Premise"": 16, ""Claim"": 13}",O,"And beyond that, they asked for another -- look, the military says we need a smaller, leaner Army, we need more special forces, we need -- we don't need more M1 tanks, what we need is more UAVs.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,3281.6,3293.64,NOT_FOUND
23293,BIDEN: Not some of the military.,295,38_2012,0,0,61055,61088,,"{""O"": 8}",O, Not some of the military.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3295.96,3296.36,NOT_FOUND
23294,"That was the decision of the Joint Chiefs of Staff, recommended to us and agreed to by the president.",295,38_2012,1,1,61088,61190,,"{""Premise"": 20, ""O"": 1}",Premise,"That was the decision of the Joint Chiefs of Staff, recommended to us and agreed to by the president.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3296.36,3303.6,NOT_FOUND
23295,That is a fact.,295,38_2012,2,2,61190,61206,,"{""Premise"": 4, ""O"": 1}",Premise,That is a fact.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3303.6,3304.0,NOT_FOUND
23296,BIDEN: They made the recommendation first.,297,38_2012,0,0,61251,61294,,"{""O"": 3, ""Premise"": 5}",Premise, They made the recommendation first.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3305.48,3308.2,NOT_FOUND
23297,RYAN: Can I get into that for a second?,299,38_2012,0,0,61339,61379,,"{""O"": 11}",O, Can I get into that for a second?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3310.16,3311.2,NOT_FOUND
23298,RYAN: We don't want to lose the gains we've gotten.,301,38_2012,0,0,61899,61951,,"{""O"": 3, ""Claim"": 11}",Claim, We don't want to lose the gains we've gotten.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3344.24,3346.32,NOT_FOUND
23299,We want to make sure that the Taliban does not come back in and give Al Qaida a safe haven.,301,38_2012,1,1,61951,62043,,"{""Claim"": 20, ""O"": 1}",Claim,We want to make sure that the Taliban does not come back in and give Al Qaida a safe haven.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3346.32,3352.04,NOT_FOUND
23300,We agree with the administration on their 2014 transition.,301,38_2012,2,2,62043,62102,,"{""Premise"": 9, ""O"": 1}",Premise,We agree with the administration on their 2014 transition.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3352.04,3355.92,NOT_FOUND
23301,"Look, when I think about Afghanistan, I think about the incredible job that our troops have done.",301,38_2012,3,3,62103,62201,,"{""O"": 3, ""Claim"": 17}",Claim,"Look, when I think about Afghanistan, I think about the incredible job that our troops have done.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3355.92,3362.52,NOT_FOUND
23302,You've been there more than the two of us combined.,301,38_2012,4,4,62201,62253,,"{""O"": 12}",O,You've been there more than the two of us combined.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3362.52,3364.12,NOT_FOUND
23303,"First time I was there in 2002, it was amazing to me what they were facing.",301,38_2012,5,5,62253,62329,,"{""Premise"": 17, ""O"": 1}",Premise,"First time I was there in 2002, it was amazing to me what they were facing.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3364.12,3368.76,NOT_FOUND
